#
# The Tor Project
#
# URL: https://metrics.torproject.org/webstats-tb-locale.csv?start=2020-12-27&end=2021-05-28
#
date,locale,initial_downloads,update_pings
2021-02-14,sv-SE,118,325
2021-02-14,zh-TW,835,34690
2021-02-14,ca,119,366
2021-02-14,ga-IE,92,0
2021-02-14,id,103,123
2021-02-14,is,93,17
2021-02-14,nb-NO,91,85
2021-02-14,cs,128,498
2021-02-14,el,101,115
2021-02-14,hu,128,322
2021-02-14,ka,121,6
2021-02-14,es-AR,117,270
2021-02-14,ro,100,55
2021-02-14,mk,82,9
2021-02-14,lt,93,13
2021-02-14,ms,95,11
2021-02-15,ar,81,1063
2021-02-15,de,3230,87554
2021-02-15,en-US,68432,770951
2021-02-15,es-ES,2463,21745
2021-02-15,fa,36,483
2021-02-15,fr,1674,24886
2021-02-15,it,793,11568
2021-02-15,ko,56,936
2021-02-15,nl,78,1267
2021-02-15,pl,170,3262
2021-02-15,pt-PT,0,23
2021-02-15,ru,6984,182094
2021-02-15,tr,145,4314
2021-02-15,vi,47,58
2021-02-15,zh-CN,1093,3651
2021-02-15,??,16,610
2021-02-15,ja,132,3988
2021-02-15,pt-BR,1377,7397
2021-02-15,th,34,8
2021-02-15,da,52,171
2021-02-15,he,33,79
2021-02-15,sv-SE,57,374
2021-02-15,zh-TW,777,34487
2021-02-15,ca,67,383
2021-02-15,ga-IE,24,0
2021-02-15,id,46,120
2021-02-15,is,39,33
2021-02-15,nb-NO,38,91
2021-02-15,cs,60,547
2021-02-15,el,54,89
2021-02-15,hu,44,328
2021-02-15,ka,32,9
2021-02-15,es-AR,69,314
2021-02-15,ro,34,65
2021-02-15,mk,34,4
2021-02-15,lt,31,9
2021-02-15,ms,30,9
2021-02-16,ar,82,1124
2021-02-16,de,3083,85985
2021-02-16,en-US,69050,777431
2021-02-16,es-ES,2650,22685
2021-02-16,fa,37,504
2021-02-16,fr,1589,25422
2021-02-16,it,740,11608
2021-02-16,ko,58,966
2021-02-16,nl,70,1190
2021-02-16,pl,110,3192
2021-02-16,pt-PT,0,21
2021-02-16,ru,6904,182584
2021-02-16,tr,141,4622
2021-02-16,vi,33,65
2021-02-16,zh-CN,1148,3732
2021-02-16,??,17,604
2021-02-16,ja,112,3901
2021-02-16,pt-BR,1406,7533
2021-02-16,th,20,0
2021-02-16,da,50,160
2021-02-16,he,23,84
2021-02-16,sv-SE,54,342
2021-02-16,zh-TW,740,34265
2021-02-16,ca,45,393
2021-02-16,ga-IE,20,2
2021-02-16,id,36,180
2021-02-16,is,34,27
2021-02-16,nb-NO,34,98
2021-02-16,cs,28,551
2021-02-16,el,32,88
2021-02-16,hu,28,386
2021-02-16,ka,32,6
2021-02-16,es-AR,53,356
2021-02-16,ro,30,73
2021-02-16,mk,22,19
2021-02-16,lt,24,13
2021-02-16,ms,18,7
2021-02-17,ar,138,1031
2021-02-17,de,3070,85592
2021-02-17,en-US,76477,783434
2021-02-17,es-ES,2578,22524
2021-02-17,fa,103,473
2021-02-17,fr,1674,24707
2021-02-17,it,846,12105
2021-02-17,ko,148,973
2021-02-17,nl,130,1222
2021-02-17,pl,220,3081
2021-02-17,pt-PT,0,14
2021-02-17,ru,7086,185228
2021-02-17,tr,186,4377
2021-02-17,vi,89,78
2021-02-17,zh-CN,1169,3965
2021-02-17,??,57,553
2021-02-17,ja,210,3962
2021-02-17,pt-BR,1398,7916
2021-02-17,th,67,8
2021-02-17,da,103,181
2021-02-17,he,81,76
2021-02-17,sv-SE,111,397
2021-02-17,zh-TW,753,34775
2021-02-17,ca,130,342
2021-02-17,ga-IE,98,4
2021-02-17,id,107,154
2021-02-17,is,112,40
2021-02-17,nb-NO,102,94
2021-02-17,cs,114,587
2021-02-17,el,93,95
2021-02-17,hu,119,359
2021-02-17,ka,106,12
2021-02-17,es-AR,115,318
2021-02-17,ro,79,78
2021-02-17,mk,97,3
2021-02-17,lt,86,17
2021-02-17,ms,81,9
2021-02-18,ar,105,1090
2021-02-18,de,2766,85293
2021-02-18,en-US,78566,789568
2021-02-18,es-ES,2370,22513
2021-02-18,fa,31,456
2021-02-18,fr,1509,25321
2021-02-18,it,924,11848
2021-02-18,ko,53,919
2021-02-18,nl,79,1217
2021-02-18,pl,131,3183
2021-02-18,pt-PT,0,14
2021-02-18,ru,6839,184894
2021-02-18,tr,135,4106
2021-02-18,vi,36,59
2021-02-18,zh-CN,1102,4311
2021-02-18,??,13,583
2021-02-18,ja,94,3967
2021-02-18,pt-BR,1296,7624
2021-02-18,th,25,4
2021-02-18,da,45,162
2021-02-18,he,23,69
2021-02-18,sv-SE,47,350
2021-02-18,zh-TW,652,39421
2021-02-18,ca,57,374
2021-02-18,ga-IE,30,1
2021-02-18,id,46,160
2021-02-18,is,27,28
2021-02-18,nb-NO,32,77
2021-02-18,cs,84,534
2021-02-18,el,30,102
2021-02-18,hu,36,346
2021-02-18,ka,28,5
2021-02-18,es-AR,70,317
2021-02-18,ro,29,71
2021-02-18,mk,27,5
2021-02-18,lt,30,11
2021-02-18,ms,20,10
2021-02-19,ar,287,1062
2021-02-19,de,3078,84601
2021-02-19,en-US,68461,786870
2021-02-19,es-ES,2582,22413
2021-02-19,fa,234,379
2021-02-19,fr,1704,24548
2021-02-19,it,869,11975
2021-02-19,ko,262,885
2021-02-19,nl,250,1155
2021-02-19,pl,300,3194
2021-02-19,pt-PT,0,15
2021-02-19,ru,7096,187036
2021-02-19,tr,300,4645
2021-02-19,vi,223,82
2021-02-19,zh-CN,1334,4588
2021-02-19,??,17,771
2021-02-19,ja,270,3950
2021-02-19,pt-BR,1348,7276
2021-02-19,th,218,2
2021-02-19,da,246,195
2021-02-19,he,218,65
2021-02-19,sv-SE,243,345
2021-02-19,zh-TW,1088,47860
2021-02-19,ca,255,376
2021-02-19,ga-IE,215,0
2021-02-19,id,243,130
2021-02-19,is,226,25
2021-02-19,nb-NO,227,95
2021-02-19,cs,258,481
2021-02-19,el,233,99
2021-02-19,hu,228,360
2021-02-19,ka,224,7
2021-02-19,es-AR,249,333
2021-02-19,ro,218,75
2021-02-19,mk,219,8
2021-02-19,lt,221,17
2021-02-19,ms,212,9
2021-02-20,ar,217,963
2021-02-20,de,2791,80199
2021-02-20,en-US,66773,779208
2021-02-20,es-ES,2489,21017
2021-02-20,fa,168,481
2021-02-20,fr,1576,23359
2021-02-20,it,896,11416
2021-02-20,ko,185,887
2021-02-20,nl,209,1205
2021-02-20,pl,230,2917
2021-02-20,pt-PT,0,15
2021-02-20,ru,7422,188227
2021-02-20,tr,267,4686
2021-02-20,vi,149,89
2021-02-20,zh-CN,1395,4502
2021-02-20,??,10,583
2021-02-20,ja,241,4123
2021-02-20,pt-BR,1246,6967
2021-02-20,th,150,1
2021-02-20,da,170,174
2021-02-20,he,157,74
2021-02-20,sv-SE,183,322
2021-02-20,zh-TW,838,36259
2021-02-20,ca,187,306
2021-02-20,ga-IE,150,2
2021-02-20,id,173,139
2021-02-20,is,153,19
2021-02-20,nb-NO,161,98
2021-02-20,cs,181,534
2021-02-20,el,166,90
2021-02-20,hu,158,288
2021-02-20,ka,153,4
2021-02-20,es-AR,205,274
2021-02-20,ro,152,52
2021-02-20,mk,152,9
2021-02-20,lt,147,24
2021-02-20,ms,152,9
2021-02-21,ar,128,1014
2021-02-21,de,3165,83112
2021-02-21,en-US,66187,774157
2021-02-21,es-ES,2561,21166
2021-02-21,fa,85,465
2021-02-21,fr,1516,23972
2021-02-21,it,801,11877
2021-02-21,ko,94,876
2021-02-21,nl,112,1138
2021-02-21,pl,185,3231
2021-02-21,pt-PT,0,20
2021-02-21,ru,7623,189485
2021-02-21,tr,187,4707
2021-02-21,vi,72,63
2021-02-21,zh-CN,1214,4312
2021-02-21,??,30,602
2021-02-21,ja,141,4146
2021-02-21,pt-BR,1107,6733
2021-02-21,th,67,4
2021-02-21,da,96,158
2021-02-21,he,69,86
2021-02-21,sv-SE,82,339
2021-02-21,zh-TW,652,35666
2021-02-21,ca,116,354
2021-02-21,ga-IE,63,3
2021-02-21,id,74,119
2021-02-21,is,66,38
2021-02-21,nb-NO,78,96
2021-02-21,cs,100,530
2021-02-21,el,89,102
2021-02-21,hu,73,347
2021-02-21,ka,62,7
2021-02-21,es-AR,111,290
2021-02-21,ro,65,43
2021-02-21,mk,69,9
2021-02-21,lt,62,15
2021-02-21,ms,62,9
2021-02-22,ar,158,951
2021-02-22,de,2858,85471
2021-02-22,en-US,68452,804046
2021-02-22,es-ES,2787,22734
2021-02-22,fa,86,497
2021-02-22,fr,1680,25544
2021-02-22,it,750,12204
2021-02-22,ko,71,905
2021-02-22,nl,90,1200
2021-02-22,pl,136,3202
2021-02-22,pt-PT,0,18
2021-02-22,ru,7584,191443
2021-02-22,tr,128,4263
2021-02-22,vi,50,62
2021-02-22,zh-CN,1146,4465
2021-02-22,??,3,640
2021-02-22,ja,115,4135
2021-02-22,pt-BR,1167,7441
2021-02-22,th,31,3
2021-02-22,da,83,177
2021-02-22,he,57,69
2021-02-22,sv-SE,66,384
2021-02-22,zh-TW,536,34581
2021-02-22,ca,121,406
2021-02-22,ga-IE,64,1
2021-02-22,id,60,173
2021-02-22,is,70,39
2021-02-22,nb-NO,39,88
2021-02-22,cs,95,495
2021-02-22,el,92,95
2021-02-22,hu,60,336
2021-02-22,ka,56,10
2021-02-22,es-AR,87,324
2021-02-22,ro,36,70
2021-02-22,mk,30,11
2021-02-22,lt,37,16
2021-02-22,ms,37,9
2021-02-23,ar,189,1062
2021-02-23,de,3226,85008
2021-02-23,en-US,68730,794953
2021-02-23,es-ES,2979,23327
2021-02-23,fa,82,457
2021-02-23,fr,1599,24929
2021-02-23,it,845,11900
2021-02-23,ko,122,907
2021-02-23,nl,116,1231
2021-02-23,pl,190,3113
2021-02-23,pt-PT,0,18
2021-02-23,ru,7081,188835
2021-02-23,tr,169,4406
2021-02-23,vi,89,68
2021-02-23,zh-CN,1359,4577
2021-02-23,??,25,652
2021-02-23,ja,177,4133
2021-02-23,pt-BR,1330,7616
2021-02-23,th,77,10
2021-02-23,da,83,185
2021-02-23,he,78,70
2021-02-23,sv-SE,114,373
2021-02-23,zh-TW,866,34235
2021-02-23,ca,109,352
2021-02-23,ga-IE,77,2
2021-02-23,id,92,155
2021-02-23,is,79,26
2021-02-23,nb-NO,78,80
2021-02-23,cs,108,481
2021-02-23,el,86,99
2021-02-23,hu,88,301
2021-02-23,ka,78,9
2021-02-23,es-AR,125,317
2021-02-23,ro,79,59
2021-02-23,mk,65,9
2021-02-23,lt,70,17
2021-02-23,ms,71,11
2021-02-24,ar,236,1046
2021-02-24,de,4845,83512
2021-02-24,en-US,73370,741173
2021-02-24,es-ES,3157,21980
2021-02-24,fa,163,499
2021-02-24,fr,2081,23872
2021-02-24,it,1031,11802
2021-02-24,ko,314,916
2021-02-24,nl,308,1216
2021-02-24,pl,376,3126
2021-02-24,pt-PT,0,17
2021-02-24,ru,8287,175982
2021-02-24,tr,247,4428
2021-02-24,vi,133,83
2021-02-24,zh-CN,1440,4544
2021-02-24,??,84,739
2021-02-24,ja,383,3784
2021-02-24,pt-BR,1538,7541
2021-02-24,th,129,20
2021-02-24,da,182,179
2021-02-24,he,143,69
2021-02-24,sv-SE,240,340
2021-02-24,zh-TW,2377,36472
2021-02-24,ca,189,322
2021-02-24,ga-IE,146,1
2021-02-24,id,154,150
2021-02-24,is,145,36
2021-02-24,nb-NO,146,68
2021-02-24,cs,204,511
2021-02-24,el,177,103
2021-02-24,hu,187,315
2021-02-24,ka,135,9
2021-02-24,es-AR,192,294
2021-02-24,ro,144,65
2021-02-24,mk,135,5
2021-02-24,lt,144,16
2021-02-24,ms,126,14
2021-02-25,ar,189,950
2021-02-25,de,3858,80377
2021-02-25,en-US,73250,705647
2021-02-25,es-ES,2862,21196
2021-02-25,fa,135,373
2021-02-25,fr,1886,23104
2021-02-25,it,854,11163
2021-02-25,ko,179,861
2021-02-25,nl,187,1108
2021-02-25,pl,242,2957
2021-02-25,pt-PT,0,22
2021-02-25,ru,7427,167749
2021-02-25,tr,226,4347
2021-02-25,vi,120,61
2021-02-25,zh-CN,1497,4187
2021-02-25,??,80,799
2021-02-25,ja,256,3690
2021-02-25,pt-BR,1393,7359
2021-02-25,th,124,10
2021-02-25,da,143,157
2021-02-25,he,115,66
2021-02-25,sv-SE,161,306
2021-02-25,zh-TW,1737,35127
2021-02-25,ca,148,340
2021-02-25,ga-IE,116,0
2021-02-25,id,129,116
2021-02-25,is,111,25
2021-02-25,nb-NO,122,67
2021-02-25,cs,147,432
2021-02-25,el,126,96
2021-02-25,hu,134,367
2021-02-25,ka,109,7
2021-02-25,es-AR,148,319
2021-02-25,ro,125,65
2021-02-25,mk,119,10
2021-02-25,lt,121,13
2021-02-25,ms,109,13
2021-02-26,ar,106,917
2021-02-26,de,3357,82149
2021-02-26,en-US,65418,714333
2021-02-26,es-ES,2533,21363
2021-02-26,fa,44,387
2021-02-26,fr,1529,23133
2021-02-26,it,734,11138
2021-02-26,ko,68,910
2021-02-26,nl,66,1149
2021-02-26,pl,143,2933
2021-02-26,pt-PT,0,12
2021-02-26,ru,7404,176823
2021-02-26,tr,158,4520
2021-02-26,vi,37,62
2021-02-26,zh-CN,1274,4574
2021-02-26,??,12,537
2021-02-26,ja,145,3865
2021-02-26,pt-BR,1169,6943
2021-02-26,th,25,10
2021-02-26,da,59,182
2021-02-26,he,30,52
2021-02-26,sv-SE,67,361
2021-02-26,zh-TW,1300,33250
2021-02-26,ca,89,322
2021-02-26,ga-IE,37,1
2021-02-26,id,44,121
2021-02-26,is,20,29
2021-02-26,nb-NO,36,68
2021-02-26,cs,64,459
2021-02-26,el,53,92
2021-02-26,hu,36,323
2021-02-26,ka,53,13
2021-02-26,es-AR,79,271
2021-02-26,ro,38,54
2021-02-26,mk,28,7
2021-02-26,lt,30,19
2021-02-26,ms,29,10
2021-02-27,ar,186,1016
2021-02-27,de,3312,80510
2021-02-27,en-US,65146,719818
2021-02-27,es-ES,2612,20059
2021-02-27,fa,127,411
2021-02-27,fr,1525,22478
2021-02-27,it,866,11244
2021-02-27,ko,147,896
2021-02-27,nl,159,1098
2021-02-27,pl,228,2868
2021-02-27,pt-PT,0,19
2021-02-27,ru,8141,180608
2021-02-27,tr,254,4880
2021-02-27,vi,97,80
2021-02-27,zh-CN,1111,4682
2021-02-27,??,32,563
2021-02-27,ja,234,3952
2021-02-27,pt-BR,1231,6835
2021-02-27,th,88,6
2021-02-27,da,129,156
2021-02-27,he,119,60
2021-02-27,sv-SE,129,327
2021-02-27,zh-TW,1064,32405
2021-02-27,ca,129,303
2021-02-27,ga-IE,104,0
2021-02-27,id,112,136
2021-02-27,is,124,23
2021-02-27,nb-NO,101,73
2021-02-27,cs,146,490
2021-02-27,el,139,111
2021-02-27,hu,120,332
2021-02-27,ka,106,12
2021-02-27,es-AR,119,284
2021-02-27,ro,113,54
2021-02-27,mk,94,6
2021-02-27,lt,88,13
2021-02-27,ms,82,10
2021-02-28,ar,186,949
2021-02-28,de,3377,83493
2021-02-28,en-US,66885,724990
2021-02-28,es-ES,3068,19951
2021-02-28,fa,152,488
2021-02-28,fr,1574,23316
2021-02-28,it,739,11515
2021-02-28,ko,164,855
2021-02-28,nl,166,1168
2021-02-28,pl,240,3180
2021-02-28,pt-PT,0,14
2021-02-28,ru,7517,179884
2021-02-28,tr,243,4674
2021-02-28,vi,122,72
2021-02-28,zh-CN,1153,4674
2021-02-28,??,96,516
2021-02-28,ja,270,4089
2021-02-28,pt-BR,1335,6803
2021-02-28,th,117,5
2021-02-28,da,152,159
2021-02-28,he,126,73
2021-02-28,sv-SE,164,345
2021-02-28,zh-TW,1011,33133
2021-02-28,ca,171,309
2021-02-28,ga-IE,130,0
2021-02-28,id,161,138
2021-02-28,is,122,23
2021-02-28,nb-NO,116,83
2021-02-28,cs,155,436
2021-02-28,el,127,115
2021-02-28,hu,133,308
2021-02-28,ka,108,4
2021-02-28,es-AR,150,230
2021-02-28,ro,119,62
2021-02-28,mk,114,7
2021-02-28,lt,126,11
2021-02-28,ms,116,11
2021-03-01,ar,351,1064
2021-03-01,de,3024,83405
2021-03-01,en-US,67747,755161
2021-03-01,es-ES,2770,22395
2021-03-01,fa,93,473
2021-03-01,fr,1550,24305
2021-03-01,it,723,11490
2021-03-01,ko,133,887
2021-03-01,nl,135,1214
2021-03-01,pl,214,3095
2021-03-01,pt-PT,0,13
2021-03-01,ru,7082,176533
2021-03-01,tr,196,4368
2021-03-01,vi,100,55
2021-03-01,zh-CN,1214,4976
2021-03-01,??,80,521
2021-03-01,ja,201,3829
2021-03-01,pt-BR,1449,7361
2021-03-01,th,87,7
2021-03-01,da,133,175
2021-03-01,he,96,61
2021-03-01,sv-SE,124,333
2021-03-01,zh-TW,910,33413
2021-03-01,ca,127,360
2021-03-01,ga-IE,80,3
2021-03-01,id,98,141
2021-03-01,is,98,31
2021-03-01,nb-NO,99,85
2021-03-01,cs,130,498
2021-03-01,el,107,98
2021-03-01,hu,99,288
2021-03-01,ka,101,5
2021-03-01,es-AR,131,283
2021-03-01,ro,96,64
2021-03-01,mk,79,11
2021-03-01,lt,75,13
2021-03-01,ms,78,15
2021-03-02,ar,389,1113
2021-03-02,de,2746,81615
2021-03-02,en-US,63785,748832
2021-03-02,es-ES,2450,22005
2021-03-02,fa,105,516
2021-03-02,fr,1458,24058
2021-03-02,it,776,11499
2021-03-02,ko,111,857
2021-03-02,nl,361,1160
2021-03-02,pl,186,3181
2021-03-02,pt-PT,0,19
2021-03-02,ru,6631,176267
2021-03-02,tr,202,4677
2021-03-02,vi,104,74
2021-03-02,zh-CN,1195,5007
2021-03-02,??,71,534
2021-03-02,ja,191,3937
2021-03-02,pt-BR,1304,7298
2021-03-02,th,98,4
2021-03-02,da,113,180
2021-03-02,he,101,90
2021-03-02,sv-SE,104,351
2021-03-02,zh-TW,764,31946
2021-03-02,ca,130,343
2021-03-02,ga-IE,82,0
2021-03-02,id,114,173
2021-03-02,is,93,27
2021-03-02,nb-NO,77,84
2021-03-02,cs,140,503
2021-03-02,el,121,103
2021-03-02,hu,105,326
2021-03-02,ka,93,9
2021-03-02,es-AR,118,296
2021-03-02,ro,104,58
2021-03-02,mk,94,3
2021-03-02,lt,78,10
2021-03-02,ms,87,8
2021-03-03,ar,237,1098
2021-03-03,de,2964,81141
2021-03-03,en-US,65867,755261
2021-03-03,es-ES,2530,22051
2021-03-03,fa,77,511
2021-03-03,fr,1512,24745
2021-03-03,it,787,12042
2021-03-03,ko,94,850
2021-03-03,nl,102,1127
2021-03-03,pl,144,3033
2021-03-03,pt-PT,0,11
2021-03-03,ru,6708,177762
2021-03-03,tr,163,4497
2021-03-03,vi,82,76
2021-03-03,zh-CN,1083,4276
2021-03-03,??,41,476
2021-03-03,ja,135,3699
2021-03-03,pt-BR,1237,7401
2021-03-03,th,64,3
2021-03-03,da,78,167
2021-03-03,he,63,73
2021-03-03,sv-SE,87,334
2021-03-03,zh-TW,714,32181
2021-03-03,ca,88,328
2021-03-03,ga-IE,72,1
2021-03-03,id,79,128
2021-03-03,is,66,24
2021-03-03,nb-NO,69,75
2021-03-03,cs,91,524
2021-03-03,el,63,97
2021-03-03,hu,70,330
2021-03-03,ka,69,13
2021-03-03,es-AR,105,329
2021-03-03,ro,69,65
2021-03-03,mk,67,8
2021-03-03,lt,58,11
2021-03-03,ms,58,6
2021-03-04,ar,226,694
2021-03-04,de,3497,58895
2021-03-04,en-US,65202,575223
2021-03-04,es-ES,2782,15284
2021-03-04,fa,88,163
2021-03-04,fr,1633,15766
2021-03-04,it,794,7990
2021-03-04,ko,123,547
2021-03-04,nl,119,663
2021-03-04,pl,201,1680
2021-03-04,pt-PT,0,27
2021-03-04,ru,6665,107298
2021-03-04,tr,179,2626
2021-03-04,vi,75,33
2021-03-04,zh-CN,1109,2688
2021-03-04,??,53,672
2021-03-04,ja,150,2305
2021-03-04,pt-BR,1388,5444
2021-03-04,th,76,1
2021-03-04,da,88,116
2021-03-04,he,85,71
2021-03-04,sv-SE,117,241
2021-03-04,zh-TW,933,3935
2021-03-04,ca,114,297
2021-03-04,ga-IE,70,5
2021-03-04,id,108,54
2021-03-04,is,74,10
2021-03-04,nb-NO,82,68
2021-03-04,cs,109,362
2021-03-04,el,90,67
2021-03-04,hu,97,257
2021-03-04,ka,85,8
2021-03-04,es-AR,92,126
2021-03-04,ro,97,45
2021-03-04,mk,68,1
2021-03-04,lt,77,21
2021-03-04,ms,72,12
2021-03-05,ar,155,586
2021-03-05,de,3298,59097
2021-03-05,en-US,63620,570829
2021-03-05,es-ES,2499,15448
2021-03-05,fa,59,129
2021-03-05,fr,1779,15322
2021-03-05,it,829,7886
2021-03-05,ko,78,560
2021-03-05,nl,84,588
2021-03-05,pl,139,1522
2021-03-05,pt-PT,0,23
2021-03-05,ru,7002,109379
2021-03-05,tr,115,2520
2021-03-05,vi,49,46
2021-03-05,zh-CN,1022,2734
2021-03-05,??,22,542
2021-03-05,ja,125,2327
2021-03-05,pt-BR,1244,5220
2021-03-05,th,29,8
2021-03-05,da,63,125
2021-03-05,he,37,35
2021-03-05,sv-SE,52,274
2021-03-05,zh-TW,808,3828
2021-03-05,ca,80,286
2021-03-05,ga-IE,26,0
2021-03-05,id,47,74
2021-03-05,is,36,8
2021-03-05,nb-NO,39,68
2021-03-05,cs,76,320
2021-03-05,el,52,67
2021-03-05,hu,47,273
2021-03-05,ka,38,10
2021-03-05,es-AR,85,133
2021-03-05,ro,46,48
2021-03-05,mk,22,1
2021-03-05,lt,31,14
2021-03-05,ms,26,14
2021-03-06,ar,227,609
2021-03-06,de,3114,56351
2021-03-06,en-US,64341,556121
2021-03-06,es-ES,2442,14244
2021-03-06,fa,110,186
2021-03-06,fr,1488,14416
2021-03-06,it,890,8042
2021-03-06,ko,137,522
2021-03-06,nl,136,626
2021-03-06,pl,251,1591
2021-03-06,pt-PT,0,7
2021-03-06,ru,7450,107364
2021-03-06,tr,194,2587
2021-03-06,vi,110,47
2021-03-06,zh-CN,1118,2338
2021-03-06,??,4,483
2021-03-06,ja,236,2571
2021-03-06,pt-BR,1293,5024
2021-03-06,th,91,3
2021-03-06,da,132,141
2021-03-06,he,100,50
2021-03-06,sv-SE,113,236
2021-03-06,zh-TW,652,3799
2021-03-06,ca,153,246
2021-03-06,ga-IE,99,0
2021-03-06,id,106,55
2021-03-06,is,97,13
2021-03-06,nb-NO,110,63
2021-03-06,cs,139,315
2021-03-06,el,114,69
2021-03-06,hu,107,255
2021-03-06,ka,93,5
2021-03-06,es-AR,134,125
2021-03-06,ro,103,43
2021-03-06,mk,96,4
2021-03-06,lt,94,15
2021-03-06,ms,95,9
2021-03-07,ar,150,607
2021-03-07,de,3244,58882
2021-03-07,en-US,63285,558139
2021-03-07,es-ES,2552,14365
2021-03-07,fa,62,159
2021-03-07,fr,1551,14781
2021-03-07,it,716,7625
2021-03-07,ko,101,539
2021-03-07,nl,103,654
2021-03-07,pl,204,1664
2021-03-07,pt-PT,0,16
2021-03-07,ru,7520,106774
2021-03-07,tr,149,2664
2021-03-07,vi,48,27
2021-03-07,zh-CN,1048,2344
2021-03-07,??,36,499
2021-03-07,ja,177,2423
2021-03-07,pt-BR,1104,4813
2021-03-07,th,44,8
2021-03-07,da,74,134
2021-03-07,he,52,44
2021-03-07,sv-SE,76,280
2021-03-07,zh-TW,626,3832
2021-03-07,ca,76,297
2021-03-07,ga-IE,48,1
2021-03-07,id,67,65
2021-03-07,is,50,18
2021-03-07,nb-NO,57,56
2021-03-07,cs,92,361
2021-03-07,el,57,71
2021-03-07,hu,81,249
2021-03-07,ka,52,8
2021-03-07,es-AR,101,140
2021-03-07,ro,62,35
2021-03-07,mk,53,4
2021-03-07,lt,56,15
2021-03-07,ms,53,10
2021-03-08,ar,116,661
2021-03-08,de,3412,59470
2021-03-08,en-US,63024,572066
2021-03-08,es-ES,2538,15145
2021-03-08,fa,52,190
2021-03-08,fr,1616,15659
2021-03-08,it,704,8124
2021-03-08,ko,71,559
2021-03-08,nl,76,591
2021-03-08,pl,130,1575
2021-03-08,pt-PT,0,28
2021-03-08,ru,6449,104184
2021-03-08,tr,125,2227
2021-03-08,vi,37,33
2021-03-08,zh-CN,1057,2534
2021-03-08,??,14,536
2021-03-08,ja,129,2397
2021-03-08,pt-BR,1266,5387
2021-03-08,th,37,6
2021-03-08,da,55,127
2021-03-08,he,44,58
2021-03-08,sv-SE,89,272
2021-03-08,zh-TW,550,3919
2021-03-08,ca,53,274
2021-03-08,ga-IE,33,0
2021-03-08,id,50,56
2021-03-08,is,35,13
2021-03-08,nb-NO,37,61
2021-03-08,cs,68,374
2021-03-08,el,49,73
2021-03-08,hu,49,253
2021-03-08,ka,32,5
2021-03-08,es-AR,77,146
2021-03-08,ro,46,44
2021-03-08,mk,32,1
2021-03-08,lt,39,22
2021-03-08,ms,32,12
2021-03-09,ar,140,546
2021-03-09,de,3477,60093
2021-03-09,en-US,62949,580062
2021-03-09,es-ES,2813,15637
2021-03-09,fa,70,184
2021-03-09,fr,1503,15566
2021-03-09,it,774,7940
2021-03-09,ko,77,544
2021-03-09,nl,82,611
2021-03-09,pl,163,1662
2021-03-09,pt-PT,0,6
2021-03-09,ru,7473,110526
2021-03-09,tr,132,2323
2021-03-09,vi,40,27
2021-03-09,zh-CN,1042,2536
2021-03-09,??,21,499
2021-03-09,ja,157,2356
2021-03-09,pt-BR,1331,5210
2021-03-09,th,38,5
2021-03-09,da,38,131
2021-03-09,he,36,48
2021-03-09,sv-SE,67,278
2021-03-09,zh-TW,587,3943
2021-03-09,ca,59,281
2021-03-09,ga-IE,30,1
2021-03-09,id,51,61
2021-03-09,is,35,11
2021-03-09,nb-NO,45,56
2021-03-09,cs,65,421
2021-03-09,el,44,72
2021-03-09,hu,47,238
2021-03-09,ka,39,8
2021-03-09,es-AR,85,143
2021-03-09,ro,48,38
2021-03-09,mk,36,5
2021-03-09,lt,37,14
2021-03-09,ms,32,10
2021-03-10,ar,141,618
2021-03-10,de,3361,59308
2021-03-10,en-US,62743,580242
2021-03-10,es-ES,2922,15908
2021-03-10,fa,72,187
2021-03-10,fr,1572,15503
2021-03-10,it,848,8154
2021-03-10,ko,80,525
2021-03-10,nl,79,571
2021-03-10,pl,126,1599
2021-03-10,pt-PT,0,13
2021-03-10,ru,7931,110883
2021-03-10,tr,126,2101
2021-03-10,vi,41,24
2021-03-10,zh-CN,1078,2449
2021-03-10,??,14,405
2021-03-10,ja,105,2385
2021-03-10,pt-BR,1378,5429
2021-03-10,th,41,5
2021-03-10,da,52,138
2021-03-10,he,40,51
2021-03-10,sv-SE,74,265
2021-03-10,zh-TW,651,4032
2021-03-10,ca,72,326
2021-03-10,ga-IE,32,5
2021-03-10,id,50,65
2021-03-10,is,36,15
2021-03-10,nb-NO,53,57
2021-03-10,cs,73,384
2021-03-10,el,44,65
2021-03-10,hu,56,236
2021-03-10,ka,33,7
2021-03-10,es-AR,84,125
2021-03-10,ro,50,33
2021-03-10,mk,34,1
2021-03-10,lt,38,9
2021-03-10,ms,34,10
2021-03-11,ar,155,826
2021-03-11,de,3362,72380
2021-03-11,en-US,63042,663606
2021-03-11,es-ES,2830,19187
2021-03-11,fa,72,224
2021-03-11,fr,1579,20263
2021-03-11,it,798,10019
2021-03-11,ko,94,612
2021-03-11,nl,87,885
2021-03-11,pl,150,2348
2021-03-11,pt-PT,0,18
2021-03-11,ru,7709,141639
2021-03-11,tr,177,3482
2021-03-11,vi,46,38
2021-03-11,zh-CN,1060,2788
2021-03-11,??,15,567
2021-03-11,ja,155,2752
2021-03-11,pt-BR,1344,6335
2021-03-11,th,43,3
2021-03-11,da,77,150
2021-03-11,he,39,68
2021-03-11,sv-SE,82,322
2021-03-11,zh-TW,609,11024
